customer_id,customer_age,transaction_date,transactions,median_saving_balance,age_normed_residuals,std_deviation,individual_savings,score
887,24,2024-01-26,-3577.495949728648,512.5813973749817,622.0426261350727,1.2135489686529026,1134.6240235100545,3
404,72,2024-05-11,-5760.745302714055,4.102571979076535e-09,5.569341811009096e-07,135.75244601223847,5.610367530799861e-07,4
81,54,2024-05-08,1375.4813552924807,0.04229548499470569,0.1466043910965143,3.466194822328327,0.18889987609122,4
87,61,2023-11-15,5035.906074414843,4.456153464728075e-09,0.0017119431473336894,384175.08752431534,0.001711947603487154,4
95,43,2024-03-18,-6632.553465270523,409.726402932027,-365.810314512485,-0.8928160643168812,43.91608841954201,2
823,26,2023-11-22,2969.5946180955216,1625.7959209333844,-485.2653847324625,-0.2984786580432968,1140.530536200922,2
671,44,2023-08-04,-7562.729082425308,13.458625747734349,15.875500416946583,1.1795781170019604,29.33412616468093,3
999,60,2023-10-20,-3351.9032108301626,40.94807409418822,-40.94520939519469,-0.9999300406903889,0.0028646989935339207,2
634,69,2024-04-09,9241.16177771809,1.6917384279822534e-12,2.773815662685842e-06,1639624.4341355942,2.77381735442427e-06,4
327,46,2023-11-11,6008.818095201739,30.199128953611766,-12.30676628346433,-0.40752057128430724,17.892362670147435,2
740,50,2023-05-26,8062.651983821132,1.7214629605799572,0.07608900268779539,0.044200197407768316,1.7975519632677526,2
101,35,2023-10-30,2668.331129540471,107.79024779730852,263.7983155625109,2.4473300781213885,371.58856335981943,3
602,78,2023-12-05,803.6017162809931,7.631119222543822e-18,4.961340228515478e-10,65014581.5289939,4.96134030482667e-10,4
870,44,2023-09-04,1876.7850847091777,30.66878876875239,6.263305762647253,0.20422409929109323,36.93209453139964,2
699,47,2023-05-27,7552.921108291288,131.32050807637657,-123.08681322857134,-0.9373007691760036,8.233694847805225,2
86,36,2023-12-05,-9953.553933246587,2900.5010609147503,-2532.0222135178938,-0.8729602783594064,368.4788473968565,2
